certificate,game,esrb_rating,platform_name,company
"36604","Apex Legends - Bloodhound Edition","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36605","Apex Legends - Lifeline Edition","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36377","Ice Age: Scrat's Nutty Adventure","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Outright Games"
"36546","Marenian Tavern Story: Patty and the Hungry God","E10plus","PlayStation 4","KEMCO"
"36450","Bee Simulator","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Bigben Interactive"
"36606","Legends of Runeterra","T","Windows PC","Riot Games"
"36463","Spirit Hunter: NG","M","PlayStation 4, Nintendo Switch","Aksys Games Localization, Inc."
"36598","Jupiter &amp; Mars","E","PlayStation 4","Tigertron"
"36644","Dead by Daylight: Nightmare Edition","M","Windows PC, PlayStation 4, Xbox One","505 Games US"
"36607","Train Simulator 2020","E","Windows PC","RailSimulator.com "
"36600","Discovery Tour by Ubisoft: Ancient Greece","E10plus","Windows PC","Ubisoft"
"36611","DOOM Eternal","M","Windows PC, PlayStation 4, Stadia, Nintendo Switch, Xbox One","Bethesda Softworks"
"10033391","fault - milestone one","T","Windows PC","Sekai Project"
"36451","Overpass","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Bigben Interactive"
"36619","Destiny 2: The Collection","T","Stadia","Bungie, Inc."
"36608","Zumba Burn It Up!","E","Nintendo Switch","505 Games US"
"36453","Death Stranding","M","PlayStation 4","Sony Interactive Entertainment"
"36392","The Alliance Alive HD Remastered","E10plus","Windows PC, PlayStation 4, Nintendo Switch","NIS America, Inc."
"36464","Trine 4: The Nightmare Prince","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Modus Games LLC"
"36465","Trine Series 1-3","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Modus Games LLC"
"36502","Zombieland Double Tap: Road Trip","M","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","GameMill Entertainment"
"36612","Call of Juarez: Gunslinger ","M","Nintendo Switch","Techland"
"36620","Sid Meier's Civilization VI","E10plus","PlayStation 4, Xbox One","2K Games"
"36590","Kine","E","Stadia","Chump Squad"
"36581","Lifeless Planet: Premier Edition","T","PlayStation 4","Serenity Forge"
"36305","Luigi's Mansion 3","E","Nintendo Switch","Nintendo"
"36592","Terminator: Resistance","M","Windows PC, PlayStation 4, Xbox One","Reef Entertainment"
"36571","TOKYO GHOUL:re CALL to EXIST","M","Windows PC, PlayStation 4","BANDAI NAMCO Entertainment America Inc."
"36578","Bubble Bobble 4 Friends","E","Nintendo Switch","Softdistribution GmbH"
"36359","The Fisherman - Fishing Planet","E","Windows PC, PlayStation 4, Xbox One","Bigben Interactive"
"36447","Battle Princess Madelyn","E10plus","PlayStation 4","Causal Bit Games Inc"
"36580","DayZ","M","PlayStation 4, Xbox One","Sold Out Sales &amp; Marketing Limited"
"36632","DORAEMON  STORY OF SEASONS","E","Windows PC","BANDAI NAMCO Entertainment America Inc."
"36393","Into the Dead 2: Complete","M","Nintendo Switch","Versus Evil LLC"
"36340","Ms. Splosion Man","T","Nintendo Switch","Limited Run Games"
"36521","Paranoia: Happiness is Mandatory","T","Windows PC, PlayStation 4, Xbox One","Bigben Interactive"
"36487","Pillars of Eternity II Deadfire Ultimate Edition","M","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","THQ Nordic GmbH"
"36518","Street Outlaws: The List","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","GameMill Entertainment"
"36335","The Sojourn","E","PlayStation 4, Xbox One","Iceberg Interactive"
"36561","Thea: The Awakening","T","Nintendo Switch","Monster Couch sp. z o.o."
"36579","Wandersong","E10plus","PlayStation 4, Nintendo Switch","Humble Bundle"
"36524","Wattam","E10plus","Windows PC, PlayStation 4","Annapurna Interactive"
"36553","Divinity: Original Sin 2 - Definitive Edition","M","Nintendo Switch","Larian Digital NV"
"36395","Greedfall","M","Windows PC, PlayStation 4, Xbox One","Focus Home Interactive"
"36409","Vampyr","M","Nintendo Switch","Focus Home Interactive"
"36297","Planet of the Apes: Last Frontier","T","PlayStation 4","New Dawns (London 2017) Ltd"
"36539","Torchlight II","T","PlayStation 4, Nintendo Switch, Xbox One","Perfect World Entertainment Inc."
"36582","MARS ODYSSEY","E","PlayStation 4","Hoplite Research LLC"
"36535","Super Street: The Game","T","PlayStation 4, Xbox One","GS2 Games"
"36516","Asdivine Hearts II","T","PlayStation 4","KEMCO"
"36440","Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition","T","Nintendo Switch","Nintendo"
"36486","FIFA 20","E","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36498","FIFA 20 Legacy Edition","E","Nintendo Switch","Electronic Arts"
"36467","Blacksad: Under the Skin","M","Macintosh, Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Microids"
"36334","Farmer's Dynasty","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Bigben Interactive"
"36448","Fishing Star World Tour","E","Nintendo Switch","Aksys Games Localization, Inc."
"36405","Gunvolt Chronicles: Luminous Avenger iX","T","PlayStation 4, Nintendo Switch","INTI CREATES Co., Ltd."
"36591","Los Sims&#8482; 4 Vida Isleña","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36586","Table Top Racing: Nitro Edition","E","Nintendo Switch","System 3 Software Ltd"
"36589","Los Sims&#8482; 4","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36361","LEGO Jurassic World","E10plus","Nintendo Switch","Warner Bros."
"36371","Northgard","E10plus","PlayStation 4, Nintendo Switch, Xbox One","Merge Games"
"36227","SEGA Genesis Mini","T","Plug-and-Play","SEGA"
"36389","The Legend of Zelda: Link's Awakening","E","Nintendo Switch","Nintendo"
"36536","Super Street Racer","E","Nintendo Switch","GS2 Games"
"36549","Shadowgate","T","PlayStation 4, Nintendo Switch","Abstraction Games"
"36299","Capcom Home Arcade","T","Plug-and-Play","Koch Media"
"36531","Romancing SaGa 3","T","Windows PC","Square Enix, Inc"
"36558","SaGa SCARLET GRACE: AMBITIONS","T","Windows PC","Square Enix, Inc"
"36491","Call of Duty&#174;: Modern Warfare&#174;","M","Windows PC, PlayStation 4, Xbox One","Activision-Blizzard"
"35964","Red Faction: Guerrilla Re-Mars-tered","M","Nintendo Switch","THQ Nordic GmbH"
"36533","Farm Expert 2019 for Nintendo Switch&#8482;","E","Nintendo Switch","GS2 Games"
"36153","Concrete Genie","E10plus","PlayStation 4","Sony Interactive Entertainment"
"36396","DAEMON X MACHINA","T","Nintendo Switch","Nintendo"
"36424","GRID","E","Windows PC, PlayStation 4, Xbox One","Koch Media"
"36433","NHL 20","E10plus","PlayStation 4, Xbox One","Electronic Arts"
"36333","Star Wars Pinball","E10plus","Nintendo Switch","ZEN Studios Ltd."
"36547","Neverwinter Nights Enhanced Edition","M","PlayStation 4, Nintendo Switch, Xbox One","Skybound Games"
"36567","INSIDE","M","PlayStation 4","iam8bit"
"36544","Overwatch: Legendary Edition","T","Nintendo Switch","Activision-Blizzard"
"36352","Rugby 20","E","Windows PC, PlayStation 4, Xbox One","Bigben Interactive"
"36548","Disney Classic Games: Aladdin and The Lion King","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Nighthawk Interactive LLC"
"36490","CarX Drift Racing Online","E","PlayStation 4, Xbox One","CarX Technologies, LLC"
"36540","My Friend Pedro ","M","PlayStation 4, Nintendo Switch","Devolver Digital"
"36504","Sayonara Wild Hearts","E10plus","Macintosh, Windows PC, PlayStation 4, Nintendo Switch","Annapurna Interactive"
"36421","The Sims&#8482; 4 Realm of Magic","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36370","Utawarerumono: ZAN","T","PlayStation 4","NIS America, Inc."
"36618","Marvel's Spider-Man","T","PlayStation 4","Sony Interactive Entertainment"
"36286","Snack World: The Dungeon Crawl – Gold","T","Nintendo Switch","LEVEL-5"
"36324","Gun Gun Pixies","M","Nintendo Switch","PQube"
"36442","NBA 2K20","E","Windows PC, PlayStation 4, Stadia, Nintendo Switch, Xbox One","2K Games"
"36436","Tetris 99","E","Nintendo Switch","Nintendo"
"36233","Aggelos","E","PlayStation 4, Nintendo Switch","PQube"
"36239","Hell Warders","T","PlayStation 4, Nintendo Switch","PQube"
"36551","TOKYO CHRONOS","M","PlayStation 4","Sekai Project"
"36353","WRC 8 FIA World Rally Championship","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Bigben Interactive"
"36528","Stranded Sails - Explorers of the Cursed Islands","E10plus","PlayStation 4, Nintendo Switch, Xbox One","Merge Games"
"36485","Plants vs. Zombies Battle for Neighborville","E10plus","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36583","Plants vs. Zombies: La Batalla Por Neighborville","E10plus","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36183","Sniper Elite 3 Ultimate Edition","M","Nintendo Switch","Sold Out Sales &amp; Marketing Limited"
"36506","Amoeba Battle","E","Windows PC, PlayStation 4","Grab Games"
"36543","Mega Man Zero/ZX Legacy Collection","T","PlayStation 4, Nintendo Switch, Xbox One","CAPCOM USA, INC."
"36534","VR Ping Pong Pro","E","PlayStation 4","Merge Games"
"36542","Life is Strange 2 Episode 4","M","Windows PC","Square Enix, Inc"
"36513","Corpse Killer","M","PlayStation 4","Limited Run Games"
"36295","Timespinner","T","Windows PC, PlayStation 4, Nintendo Switch","Lunar Ray Games LLC"
"36594","Train Sim World 2020 Collector's Edition","E","Windows PC, PlayStation 4, Xbox One","RailSimulator.com "
"36499","Turok","M","Nintendo Switch","Night Dive Studios"
"36500","Turok 2: Seeds of Evil","M","Nintendo Switch","Night Dive Studios"
"36509","Forager","E10plus","PlayStation 4, Nintendo Switch","Nighthawk Interactive LLC"
"36350","Hover","E","PlayStation 4","Plug-In-Digital"
"36407","Oddworld: New 'n' Tasty","T","PlayStation 3","Oddworld Inhabitants, Inc."
"36532","When Ski Lifts Go Wrong","T","Windows PC","Curve Digital"
"36541","Everspace: Stellar Edition","T","PlayStation 4, Nintendo Switch, Xbox One","GS2 Games"
"36363","Astral Chain","T","Nintendo Switch","Nintendo"
"36445","Children of Morta","T","PlayStation 4, Nintendo Switch, Xbox One","Merge Games"
"36348","Digimon Story Cyber Sleuth: Complete Edition","T","Windows PC, Nintendo Switch","BANDAI NAMCO Entertainment America Inc."
"36522","Gorogoa","E","Nintendo Switch","Annapurna Interactive"
"36459","Let's Sing Country","T","PlayStation 4, Nintendo Switch, Xbox One","Koch Media"
"36323","Ni No Kuni: Wrath of the White Witch ","E10plus","Nintendo Switch","BANDAI NAMCO Entertainment America Inc."
"36056","Ni No Kuni: Wrath of the White Witch Remastered","E10plus","Windows PC, PlayStation 4","BANDAI NAMCO Entertainment America Inc."
"36480","Pool Nation","E10plus","PlayStation 4","Wired Productions Ltd"
"36508","Red Faction","M","PlayStation 4","Limited Run Games"
"36410","Risk of Rain","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Gearbox Publishing LLC"
"36404","Risk of Rain 2","T","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Gearbox Publishing LLC"
"36468","Slay the Spire ","E10plus","PlayStation 4, Nintendo Switch, Xbox One","U&amp;I Entertainment"
"36523","Atelier Ryza: Ever Darkness &amp; the Secret Hideout","T","Windows PC, PlayStation 4, Nintendo Switch","KOEI TECMO America Corporation"
"36529","Sparklite","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Merge Games"
"36526","Disney Tsum Tsum Festival","E","Nintendo Switch","BANDAI NAMCO Entertainment America Inc."
"36293","Root Letter: Last Answer","M","PlayStation 4, Nintendo Switch","PQube"
"36538","A Total War Saga: FALL OF THE SAMURAI","T","Windows PC","SEGA"
"36434","AeternoBlade II","T","PlayStation 4, Nintendo Switch","Corecell Technology Co.,Ltd."
"36484","Hunt: Showdown","M","Windows PC, PlayStation 4, Xbox One","Crytek"
"10035702","Knights and Bikes","E10plus","PlayStation 4","Foam Sword"
"36326","Zombie Army 4: Dead War","M","Windows PC, PlayStation 4, Xbox One","Sold Out Sales &amp; Marketing Limited"
"36514","Mary Skelter 2","M","Nintendo Switch","Idea Factory International"
"36368","Home Behind","T","Windows PC","Coconut Island Games"
"36290","Yakuza 3","M","PlayStation 4","SEGA"
"36507","Minecraft Dungeons","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Microsoft"
"36525","World of Warships: Legends","T","PlayStation 4, Xbox One","Wargaming.net"
"36520","Farming Simulator 19 Platinum Expansion","E","Windows PC","Focus Home Interactive"
"36575","World of Warcraft Classic","T","Macintosh, Windows PC","Activision-Blizzard"
"36471","Borderlands 3","M","Macintosh, Stadia","2K Games"
"36512","The Bard's Tale IV: Director's Cut","T","PlayStation 4","Koch Media"
"36477","Harvest Moon: Mad Dash","E","PlayStation 4, Nintendo Switch","Natsume Inc."
"36466","Psychonauts","T","PlayStation 4","Double Fine Productions"
"36501","Whispering Willows","T","PlayStation 4, Nintendo Switch","Akupara Games"
"36496","WWE 2K20","T","Windows PC, PlayStation 4, Xbox One","2K Games"
"36479","Just Dance 2020","E10plus","PlayStation 4, Stadia, Nintendo Switch, Wii, Xbox One","Ubisoft"
"36452","GRIS","E","Windows PC, PlayStation 4, Nintendo Switch","Devolver Digital"
"36420","The Sims&#8482; 4 Moschino Stuff Pack","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36458","The Angry Birds Movie 2 VR: Under Pressure","E","PlayStation 4","XR Games"
"36494","GRANDIA HD Remastered","T","Windows PC","GungHo Online Entertainment America, Inc."
"36495","GRANDIA II HD Remastered","T","Windows PC","GungHo Online Entertainment America, Inc."
"36417","Guns of Boom","T","Google Play","Game Insight"
"36488","Alien: Isolation","M","Nintendo Switch","Feral Interactive Limited"
"36411","A Hat in Time","T","PlayStation 4, Nintendo Switch","U&amp;I Entertainment"
"36246","Age of Wonders: Planetfall","T","Windows PC, PlayStation 4, Xbox One","Paradox Interactive"
"36253","Darksiders II Deathinitive Edition","M","Nintendo Switch","THQ Nordic GmbH"
"36554","Lichtspeer: Double Speer Edition","T","PlayStation 4","Severed Press PTY LTD"
"36337","Madden NFL 20","E","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36304","Airheart - Tales of broken Wings","E10plus","PlayStation 4","Blindflug Studios"
"36317","ICEY","E10plus","PlayStation 4","X.D. Network Inc."
"36462","NASCAR Heat 4","E","Windows PC, PlayStation 4, Xbox One","704 Games"
"36357","No Man's Sky: Beyond","T","Windows PC, PlayStation 4","Sony Interactive Entertainment"
"36460","The Shapeshifting Detective","T","PlayStation 4","Wales Interactive"
"36470","Destiny 2: Shadowkeep","T","Windows PC, PlayStation 4, Stadia, Xbox One","Bungie, Inc."
"36469","Destiny 2: New Light","T","Windows PC, PlayStation 4, Stadia, Xbox One","Bungie, Inc."
"36454","Disgaea 4 Complete+","T","PlayStation 4, Nintendo Switch","NIS America, Inc."
"36435","Power Rangers: Battle for the Grid","T","PlayStation 4, Nintendo Switch","nWay, INC"
"36446","Super Monkey Ball: Banana Blitz HD","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","SEGA"
"36319","Kentucky Route Zero: TV Edition","T","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Annapurna Interactive"
"36444","The Legend of Heroes: Trails of Cold Steel III","T","PlayStation 4","NIS America, Inc."
"36457","The Witcher 3: Wild Hunt","M","Nintendo Switch","Warner Bros."
"36314","Fire Emblem: Three Houses","T","Nintendo Switch","Nintendo"
"36342","Songbird Symphony","E","PlayStation 4, Nintendo Switch","PQube"
"36493","Grand Theft Auto V","M","Windows PC, PlayStation 4, Xbox One","Rockstar Games"
"36015","Bus Simulator","E","PlayStation 4, Xbox One","astragon Entertainment GmbH"
"36519","TT Isle of Man: Ride on the Edge","E","Nintendo Switch","Bigben Interactive"
"36432","Oninaki","T","Windows PC","Square Enix, Inc"
"36419","Dead by Daylight","M","Nintendo Switch","Koch Media"
"36381","Baldur's Gate Enhanced Edition","T","PlayStation 4, Nintendo Switch, Xbox One","Skybound Games"
"36415","Tom Clancy's Ghost Recon Breakpoint","M","Windows PC, PlayStation 4, Stadia, Xbox One","Ubisoft"
"10035888","Growtopia ","E10plus","PlayStation 4","Ubisoft"
"36418","Borderlands 3","M","Windows PC, PlayStation 4, Xbox One","2K Games"
"36414","MediEvil","T","PlayStation 4","Sony Interactive Entertainment"
"36311","The Sims&#8482; 4 Island Living","T","PlayStation 4, Xbox One","Electronic Arts"
"36412","MXGP2019 - The Official Motocross Videogame","E","Windows PC, PlayStation 4, Xbox One","Milestone SRL"
"36383","Planescape Torment / Icewind Dale Enhanced Editions","T","PlayStation 4, Nintendo Switch, Xbox One","Skybound Games"
"36402","FINAL FANTASY VIII: Remastered","T","Windows PC, Nintendo Switch, Xbox One","Square Enix, Inc"
"36422","Gang Beasts","E10plus","PlayStation 4, Xbox One","Skybound Games"
"36236","Marvel Ultimate Alliance 3: The Black Order","T","Nintendo Switch","Nintendo"
"36416","NEOGEO mini Samurai Shodown Limited Edition Bundle","T","Plug-and-Play","SNK CORPORATION"
"36401","American Fugitive","M","Windows PC","Curve Digital"
"36273","River City Girls","E10plus","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","WayForward"
"36309","Bear With Me: The Lost Robots","E10plus","Windows PC","Modus Games LLC"
"36478","Penn &amp; Teller VR: Frankly Unfair, Unkind, Unnecessary, &amp; Underhanded","T","Windows PC, PlayStation 4","Gearbox Publishing LLC"
"36291","Tokyo School Life","T","Nintendo Switch","PQube"
"36244","Truck Racing Championship","E","Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Bigben Interactive"
"36390","Fairy Fencer F: Advent Dark Force","T","Nintendo Switch","Idea Factory International"
"36380","Wolfenstein: Cyberpilot","M","Windows PC, PlayStation 4","Bethesda Softworks"
"36379","Wolfenstein: Youngblood","M","Windows PC, PlayStation 4, Stadia, Nintendo Switch, Xbox One","Bethesda Softworks"
"36296","Sea of Solitude","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"36400","The Walking Dead: Michonne - A Telltale Miniseries","M","Windows PC, PlayStation 4, Xbox One","Skybound Games"
"36399","The Walking Dead: A New Frontier","M","Windows PC, PlayStation 4, Xbox One","Skybound Games"
"36398","The Walking Dead: The Complete First Season","M","Windows PC, PlayStation 4, Xbox One","Skybound Games"
